127.0.0.1 - - [13/Jul/2022:20:51:52 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:51:53 +0530] "GET /medi_care/ HTTP/1.1" 200 5201
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:51:53 +0530] "GET /medi_care/img/d3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:51:53 +0530] "GET /medi_care/img/d1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:51:53 +0530] "GET /medi_care/img/s1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:51:53 +0530] "GET /medi_care/img/doctor.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:51:53 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:52:05 +0530] "GET /medi_care/admin_login.jsp HTTP/1.1" 200 3012
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:52:11 +0530] "POST /medi_care/adminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:52:12 +0530] "GET /medi_care/admin/AdminHome.jsp HTTP/1.1" 200 3693
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:52:17 +0530] "GET /medi_care/admin/AdminHome.jsp HTTP/1.1" 200 3693
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:52:22 +0530] "GET /medi_care/admin/AdminDoctor.jsp HTTP/1.1" 200 4471
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:53:20 +0530] "POST /medi_care/addDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:53:20 +0530] "GET /medi_care/admin/AdminDoctor.jsp HTTP/1.1" 200 4585
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:53:24 +0530] "GET /medi_care/admin/ViewDoctor.jsp HTTP/1.1" 200 4208
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:53:57 +0530] "GET /medi_care/admin/EditDoctor.jsp?id=3 HTTP/1.1" 200 4624
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:54:32 +0530] "POST /medi_care/updateDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:54:32 +0530] "GET /medi_care/admin/ViewDoctor.jsp HTTP/1.1" 200 4323
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:54:41 +0530] "GET /medi_care/deleteDoctor?id=3 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:54:41 +0530] "GET /medi_care/admin/ViewDoctor.jsp HTTP/1.1" 200 3934
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:54:49 +0530] "GET /medi_care/admin/DPatients.jsp HTTP/1.1" 200 3714
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:55:15 +0530] "GET /medi_care/AdminLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:55:15 +0530] "GET /medi_care/admin_login.jsp HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:55:18 +0530] "GET /medi_care/doctor_login.jsp HTTP/1.1" 200 3006
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:56:12 +0530] "POST /medi_care/doctorLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:56:12 +0530] "GET /medi_care/doctor/DoctorHome.jsp HTTP/1.1" 200 3203
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:56:35 +0530] "GET /medi_care/doctor/DoctorHome.jsp HTTP/1.1" 200 3203
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:56:47 +0530] "GET /medi_care/doctor/Patients.jsp HTTP/1.1" 200 3709
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:56:57 +0530] "GET /medi_care/doctor/Comment.jsp?id=1 HTTP/1.1" 200 4172
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:56:57 +0530] "GET /medi_care/img/bg5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:57:03 +0530] "GET /medi_care/doctor/Patients.jsp HTTP/1.1" 200 3709
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:57:06 +0530] "GET /medi_care/doctor/Comment.jsp?id=1 HTTP/1.1" 200 4172
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:57:26 +0530] "POST /medi_care/updateStatus HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:57:26 +0530] "GET /medi_care/doctor/Patients.jsp HTTP/1.1" 200 3790
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:58:06 +0530] "GET /medi_care/doctorLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:58:06 +0530] "GET /medi_care/doctor_login.jsp HTTP/1.1" 200 3103
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:58:08 +0530] "GET /medi_care/user_login.jsp HTTP/1.1" 200 3126
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:58:30 +0530] "POST /medi_care/user_login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:58:30 +0530] "GET /medi_care/user_login.jsp HTTP/1.1" 200 3211
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:58:34 +0530] "GET /medi_care/signup.jsp HTTP/1.1" 200 3291
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:59:02 +0530] "POST /medi_care/user_register HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:59:02 +0530] "GET /medi_care/signup.jsp HTTP/1.1" 200 3382
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:59:05 +0530] "GET /medi_care/user_login.jsp HTTP/1.1" 200 3126
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:59:13 +0530] "POST /medi_care/user_login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:59:13 +0530] "GET /medi_care/index.jsp HTTP/1.1" 200 5491
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:59:33 +0530] "GET /medi_care/Appointment.jsp HTTP/1.1" 200 5548
0:0:0:0:0:0:0:1 - - [13/Jul/2022:20:59:33 +0530] "GET /medi_care/img/sd2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:00:56 +0530] "POST /medi_care/addAppointment HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:00:56 +0530] "GET /medi_care/Appointment.jsp HTTP/1.1" 200 5644
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:01:00 +0530] "GET /medi_care/View_Appointment.jsp HTTP/1.1" 200 4017
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:01:00 +0530] "GET /medi_care/img/d2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:01:09 +0530] "GET /medi_care/Appointment.jsp HTTP/1.1" 200 5548
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:01:43 +0530] "POST /medi_care/addAppointment HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:01:43 +0530] "GET /medi_care/Appointment.jsp HTTP/1.1" 200 5644
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:01:45 +0530] "GET /medi_care/View_Appointment.jsp HTTP/1.1" 200 4274
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:01:55 +0530] "GET /medi_care/userLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:01:55 +0530] "GET /medi_care/user_login.jsp HTTP/1.1" 200 3222
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:01:56 +0530] "GET /medi_care/doctor_login.jsp HTTP/1.1" 200 3006
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:02:01 +0530] "POST /medi_care/doctorLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:02:01 +0530] "GET /medi_care/doctor_login.jsp HTTP/1.1" 200 3091
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:02:10 +0530] "POST /medi_care/doctorLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:02:10 +0530] "GET /medi_care/doctor/DoctorHome.jsp HTTP/1.1" 200 3203
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:02:21 +0530] "GET /medi_care/doctor/Patients.jsp HTTP/1.1" 200 4528
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:02:34 +0530] "GET /medi_care/doctor/Comment.jsp?id=2 HTTP/1.1" 200 4168
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:05:50 +0530] "GET /medi_care/doctorLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:05:50 +0530] "GET /medi_care/doctor_login.jsp HTTP/1.1" 200 3103
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:05:53 +0530] "GET /medi_care/index.jsp HTTP/1.1" 200 5201
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:06:31 +0530] "GET /medi_care/doctor_login.jsp HTTP/1.1" 200 3006
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:06:53 +0530] "POST /medi_care/doctorLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:06:53 +0530] "GET /medi_care/doctor_login.jsp HTTP/1.1" 200 3091
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:07:32 +0530] "GET /medi_care/admin_login.jsp HTTP/1.1" 200 3012
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:09:15 +0530] "GET /medi_care/index.jsp HTTP/1.1" 200 5201
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:10:12 +0530] "GET /medi_care/Appointment.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:10:14 +0530] "GET /medi_care/user_login.jsp HTTP/1.1" 200 3126
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:10:18 +0530] "GET /medi_care/Appointment.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:10:20 +0530] "GET /medi_care/user_login.jsp HTTP/1.1" 200 3126
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:18:45 +0530] "POST /medi_care/user_login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:18:45 +0530] "GET /medi_care/user_login.jsp HTTP/1.1" 200 3211
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:18:47 +0530] "GET /medi_care/admin_login.jsp HTTP/1.1" 200 3012
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:18:48 +0530] "POST /medi_care/adminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Jul/2022:21:18:48 +0530] "GET /medi_care/admin/AdminHome.jsp HTTP/1.1" 200 3693
